filename,a1_malloc_calls,a2_free_calls,a3_missing_frees,b1_alloc_bytes,b2_free_bytes,b3_leak_bytes,c_run_time_sec
qasan_report_2025-05-16_15-20-14.txt,28290,27762,528,2603443,2524848,78595,1.201685
qasan_report_2025-05-16_15-20-47.txt,28632,28104,528,2655787,2577192,78595,1.205917
qasan_report_2025-05-16_15-21-19.txt,29565,29037,528,2800051,2721456,78595,1.226768
qasan_report_2025-05-16_15-21-52.txt,29771,29238,533,2826018,2747097,78921,1.264624
qasan_report_2025-05-16_15-22-25.txt,31030,30502,528,3027457,2948862,78595,1.27483
qasan_report_2025-05-16_15-22-58.txt,29182,28654,528,2734945,2656350,78595,1.265131
qasan_report_2025-05-16_15-23-31.txt,29966,29438,528,2859553,2780958,78595,1.271672
qasan_report_2025-05-16_15-24-04.txt,29413,28885,528,2772213,2693618,78595,1.239462
qasan_report_2025-05-16_15-24-36.txt,29847,29319,528,2840269,2761674,78595,1.266168
qasan_report_2025-05-16_15-25-09.txt,29672,29144,528,2812249,2733654,78595,1.243718
qasan_report_2025-05-16_15-25-42.txt,29161,28633,528,2731429,2652834,78595,1.250524
qasan_report_2025-05-16_15-26-15.txt,29903,29375,528,2849389,2770794,78595,1.250237
qasan_report_2025-05-16_15-26-48.txt,29160,28632,528,2731544,2652949,78595,1.226493
qasan_report_2025-05-16_15-27-20.txt,29308,28780,528,2754505,2675910,78595,1.240128
qasan_report_2025-05-16_15-27-53.txt,29140,28612,528,2728361,2649766,78595,1.234835
qasan_report_2025-05-16_15-28-26.txt,29525,28997,528,2789173,2710578,78595,1.226947
qasan_report_2025-05-16_15-28-59.txt,29308,28780,528,2755017,2676422,78595,1.22883
qasan_report_2025-05-16_15-29-32.txt,29045,28517,528,2715325,2636730,78595,1.206754
qasan_report_2025-05-16_15-30-05.txt,32657,32129,528,3287673,3209078,78595,1.330894
qasan_report_2025-05-16_15-30-37.txt,31299,30771,528,3072501,2993906,78595,1.307452
qasan_report_2025-05-16_15-31-10.txt,29073,28545,528,2720125,2641530,78595,1.255026
qasan_report_2025-05-16_15-31-43.txt,28996,28468,528,2707883,2629288,78595,1.230282
qasan_report_2025-05-16_15-32-15.txt,30221,29693,528,2901857,2823262,78595,1.234438
qasan_report_2025-05-16_15-32-49.txt,29017,28489,528,2711517,2632922,78595,1.227806
qasan_report_2025-05-16_15-33-21.txt,27784,27256,528,2528471,2449876,78595,1.198002
qasan_report_2025-05-16_15-33-54.txt,28996,28468,528,2707645,2629050,78595,1.221003
qasan_report_2025-05-16_15-34-26.txt,28329,27801,528,2609739,2531144,78595,1.212475
qasan_report_2025-05-16_15-34-59.txt,29423,28895,528,2775647,2697052,78595,1.25083
qasan_report_2025-05-16_15-35-32.txt,28996,28468,528,2707695,2629100,78595,1.229194
qasan_report_2025-05-16_15-36-04.txt,29017,28489,528,2710799,2632204,78595,1.227697
qasan_report_2025-05-16_15-36-37.txt,28996,28468,528,2707519,2628924,78595,1.222046
qasan_report_2025-05-16_15-37-09.txt,29017,28489,528,2711179,2632584,78595,1.246626
qasan_report_2025-05-16_15-37-42.txt,29010,28482,528,2709911,2631316,78595,1.229217
qasan_report_2025-05-16_15-38-15.txt,28574,28046,528,2643881,2565286,78595,1.191001
qasan_report_2025-05-16_15-38-50.txt,28738,28210,528,2668797,2590202,78595,1.219512
qasan_report_2025-05-16_15-39-22.txt,29444,28916,528,2778519,2699924,78595,1.251376
qasan_report_2025-05-16_15-39-55.txt,28996,28468,528,2707735,2629140,78595,1.252163
qasan_report_2025-05-16_15-40-28.txt,27908,27380,528,2544941,2466346,78595,1.254572
qasan_report_2025-05-16_15-41-01.txt,28977,28449,528,2714727,2636132,78595,1.226613
qasan_report_2025-05-16_15-41-33.txt,28011,27483,528,2561395,2482800,78595,1.183584
qasan_report_2025-05-16_15-42-07.txt,28193,27665,528,2590147,2511552,78595,1.197563
qasan_report_2025-05-16_15-42-40.txt,28011,27483,528,2561283,2482688,78595,1.2952
qasan_report_2025-05-16_15-43-13.txt,28347,27819,528,2614579,2535984,78595,1.231578
qasan_report_2025-05-16_15-43-46.txt,28095,27567,528,2575163,2496568,78595,1.213036
qasan_report_2025-05-16_15-44-18.txt,29089,28561,528,2731575,2652980,78595,1.233561
qasan_report_2025-05-16_15-44-51.txt,28011,27483,528,2560943,2482348,78595,1.203794
qasan_report_2025-05-16_15-45-24.txt,28011,27483,528,2561395,2482800,78595,1.207094
qasan_report_2025-05-16_15-45-57.txt,28130,27602,528,2580387,2501792,78595,1.192968
qasan_report_2025-05-16_15-46-29.txt,28011,27483,528,2561003,2482408,78595,1.248763
qasan_report_2025-05-16_15-47-02.txt,28095,27567,528,2573987,2495392,78595,1.1869
qasan_report_2025-05-16_15-47-34.txt,28011,27483,528,2560755,2482160,78595,1.152029
qasan_report_2025-05-16_15-48-07.txt,28218,27689,529,2669387,2590688,78699,1.211087
qasan_report_2025-05-16_15-48-40.txt,28018,27490,528,2562111,2483516,78595,1.186644
qasan_report_2025-05-16_15-49-13.txt,28011,27483,528,2560563,2481968,78595,1.248717
qasan_report_2025-05-16_15-49-46.txt,28011,27483,528,2561003,2482408,78595,1.191475
qasan_report_2025-05-16_15-50-19.txt,28063,27535,528,2569397,2490802,78595,1.213917
qasan_report_2025-05-16_15-50-52.txt,27981,27453,528,2556285,2477690,78595,1.209935
qasan_report_2025-05-16_15-51-25.txt,27989,27444,545,2609828,2530551,79277,1.254666
qasan_report_2025-05-16_15-52-00.txt,36081,35536,545,3866247,3786970,79277,1.457328
qasan_report_2025-05-16_15-52-34.txt,33190,32645,545,3407135,3327858,79277,1.384604
qasan_report_2025-05-16_15-53-09.txt,30894,30349,545,3043527,2964250,79277,1.322882
qasan_report_2025-05-16_15-53-44.txt,31055,30510,545,3068827,2989550,79277,1.304906
qasan_report_2025-05-16_15-54-18.txt,32483,31938,545,3295227,3215950,79277,1.336155
qasan_report_2025-05-16_15-54-53.txt,33127,32582,545,3393711,3314434,79277,1.382404
qasan_report_2025-05-16_15-55-28.txt,26723,26178,545,2422305,2343028,79277,1.204138
qasan_report_2025-05-16_15-56-02.txt,27179,26634,545,2489409,2410132,79277,1.222826
qasan_report_2025-05-16_15-56-37.txt,27635,27090,545,2558497,2479220,79277,1.228152
qasan_report_2025-05-16_15-57-12.txt,32007,31462,545,3220431,3141154,79277,1.327348
qasan_report_2025-05-16_15-57-46.txt,28760,28215,545,2724945,2645668,79277,1.249181
qasan_report_2025-05-16_15-58-21.txt,31856,31311,545,3193295,3114018,79277,1.283509
qasan_report_2025-05-16_15-58-57.txt,29738,29193,545,2871829,2792552,79277,1.265842
qasan_report_2025-05-16_15-59-31.txt,29756,29206,550,2871595,2792013,79582,1.2697
qasan_report_2025-05-16_16-00-07.txt,30491,29946,545,2978797,2899520,79277,1.30941
qasan_report_2025-05-16_16-00-42.txt,30586,30041,545,2992219,2912942,79277,1.32342
qasan_report_2025-05-16_16-01-16.txt,30481,29936,545,2976999,2897722,79277,1.285173
qasan_report_2025-05-16_16-01-51.txt,28424,27879,545,2678536,2599259,79277,1.247704
qasan_report_2025-05-16_16-02-26.txt,28356,27811,545,2664581,2585304,79277,1.249507
qasan_report_2025-05-16_16-03-01.txt,28395,27850,545,2670903,2591626,79277,1.212178
qasan_report_2025-05-16_16-03-35.txt,26743,26198,545,2425621,2346344,79277,1.172249
qasan_report_2025-05-16_16-04-09.txt,27335,26790,545,2517031,2437754,79277,1.214138
qasan_report_2025-05-16_16-04-43.txt,27396,26851,545,2522919,2443642,79277,1.243801
qasan_report_2025-05-16_16-05-18.txt,27661,27116,545,2563051,2483774,79277,1.231911
qasan_report_2025-05-16_16-05-53.txt,28711,28166,545,2725083,2645806,79277,1.268094
qasan_report_2025-05-16_16-06-27.txt,29410,28865,545,2829969,2750692,79277,1.291304
qasan_report_2025-05-16_16-07-02.txt,30089,29544,545,2939177,2859900,79277,1.26415
qasan_report_2025-05-16_16-07-36.txt,28227,27682,545,2644449,2565172,79277,1.185017
qasan_report_2025-05-16_16-08-10.txt,29515,28970,545,2848865,2769588,79277,1.253004
qasan_report_2025-05-16_16-08-45.txt,28458,27913,545,2681761,2602484,79277,1.25818
qasan_report_2025-05-16_16-09-18.txt,29032,28487,545,2771937,2692660,79277,1.229837
qasan_report_2025-05-16_16-09-53.txt,28675,28130,545,2715089,2635812,79277,1.256722
qasan_report_2025-05-16_16-10-26.txt,28206,27661,545,2640921,2561644,79277,1.218473
qasan_report_2025-05-16_16-11-01.txt,28913,28368,545,2753373,2674096,79277,1.259278
qasan_report_2025-05-16_16-11-35.txt,28206,27661,545,2641193,2561916,79277,1.183085
qasan_report_2025-05-16_16-12-10.txt,28381,27836,545,2668417,2589140,79277,1.265057
qasan_report_2025-05-16_16-12-45.txt,28185,27640,545,2637869,2558592,79277,1.219413
qasan_report_2025-05-16_16-13-19.txt,28605,28060,545,2704213,2624936,79277,1.246406
qasan_report_2025-05-16_16-13-54.txt,28381,27836,545,2668961,2589684,79277,1.250223
qasan_report_2025-05-16_16-14-28.txt,27961,27416,545,2605793,2526516,79277,1.218917
qasan_report_2025-05-16_16-15-03.txt,31440,30895,545,3157089,3077812,79277,1.293925
qasan_report_2025-05-16_16-15-38.txt,30292,29747,545,2975157,2895880,79277,1.244122
qasan_report_2025-05-16_16-16-12.txt,27940,27395,545,2602837,2523560,79277,1.256048
qasan_report_2025-05-16_16-16-47.txt,27905,27360,545,2597261,2517984,79277,1.2616
qasan_report_2025-05-16_16-17-22.txt,29088,28543,545,2784581,2705304,79277,1.240167
qasan_report_2025-05-16_16-17-56.txt,27926,27381,545,2600889,2521612,79277,1.210171
qasan_report_2025-05-16_16-18-30.txt,26723,26178,545,2422307,2343030,79277,1.21022
qasan_report_2025-05-16_16-19-05.txt,27905,27360,545,2597017,2517740,79277,1.203139
qasan_report_2025-05-16_16-19-40.txt,27268,26723,545,2503575,2424298,79277,1.199615
qasan_report_2025-05-16_16-20-14.txt,28325,27780,545,2663905,2584628,79277,1.226977
qasan_report_2025-05-16_16-20-48.txt,27905,27360,545,2597061,2517784,79277,1.202552
qasan_report_2025-05-16_16-21-22.txt,27926,27381,545,2600165,2520888,79277,1.222629
qasan_report_2025-05-16_16-21-57.txt,27905,27360,545,2596885,2517608,79277,1.20166
qasan_report_2025-05-16_16-22-33.txt,27926,27381,545,2600385,2521108,79277,1.225885
qasan_report_2025-05-16_16-23-08.txt,27528,26983,545,2539935,2460658,79277,1.232295
qasan_report_2025-05-16_16-23-43.txt,27905,27360,545,2597061,2517784,79277,1.210798
qasan_report_2025-05-16_16-24-17.txt,28339,27794,545,2665669,2586392,79277,1.229763
qasan_report_2025-05-16_16-24-52.txt,27905,27360,545,2597101,2517824,79277,1.221901
qasan_report_2025-05-16_16-25-27.txt,26847,26302,545,2438771,2359494,79277,1.203461
qasan_report_2025-05-16_16-26-02.txt,27900,27355,545,2606193,2526916,79277,1.240967
qasan_report_2025-05-16_16-26-37.txt,26934,26389,545,2452897,2373620,79277,1.165021
qasan_report_2025-05-16_16-27-11.txt,27116,26571,545,2481653,2402376,79277,1.196403
qasan_report_2025-05-16_16-27-46.txt,26934,26389,545,2452793,2373516,79277,1.194519
qasan_report_2025-05-16_16-28-20.txt,27270,26725,545,2506081,2426804,79277,1.199211
qasan_report_2025-05-16_16-28-55.txt,26997,26452,545,2463301,2384024,79277,1.201778
qasan_report_2025-05-16_16-29-29.txt,28012,27467,545,2623109,2543832,79277,1.234255
qasan_report_2025-05-16_16-30-04.txt,26934,26389,545,2452477,2373200,79277,1.209193
qasan_report_2025-05-16_16-30-40.txt,26934,26389,545,2452897,2373620,79277,1.205551
qasan_report_2025-05-16_16-31-14.txt,27053,26508,545,2471877,2392600,79277,1.197428
qasan_report_2025-05-16_16-31-49.txt,26934,26389,545,2452533,2373256,79277,1.19824
qasan_report_2025-05-16_16-32-22.txt,26997,26452,545,2462213,2382936,79277,1.185978
qasan_report_2025-05-16_16-32-57.txt,26934,26389,545,2452301,2373024,79277,1.201912
qasan_report_2025-05-16_16-33-31.txt,27095,26550,545,2478225,2398948,79277,1.1796
qasan_report_2025-05-16_16-34-06.txt,26941,26396,545,2453641,2374364,79277,1.20767
qasan_report_2025-05-16_16-34-41.txt,26934,26389,545,2452121,2372844,79277,1.200184
qasan_report_2025-05-16_16-35-15.txt,26934,26389,545,2452533,2373256,79277,1.225522
qasan_report_2025-05-16_16-35-50.txt,27002,26457,545,2463227,2383950,79277,1.215244
qasan_report_2025-05-16_16-36-24.txt,26920,26375,545,2450115,2370838,79277,1.212228
qasan_report_2025-05-16_16-36-59.txt,27109,26587,522,2510134,2431666,78468,1.158783
qasan_report_2025-05-16_16-37-31.txt,34984,34462,522,3734120,3655652,78468,1.337506
qasan_report_2025-05-16_16-38-05.txt,32464,31942,522,3333748,3255280,78468,1.324654
qasan_report_2025-05-16_16-38-38.txt,29839,29317,522,2918068,2839600,78468,1.173348
qasan_report_2025-05-16_16-39-11.txt,29853,29331,522,2920104,2841636,78468,1.236913
qasan_report_2025-05-16_16-39-44.txt,31428,30906,522,3169764,3091296,78468,1.252166
qasan_report_2025-05-16_16-40-16.txt,32104,31582,522,3273608,3195140,78468,1.259528
qasan_report_2025-05-16_16-40-49.txt,25988,25466,522,2345986,2267518,78468,1.141502
qasan_report_2025-05-16_16-41-21.txt,26444,25922,522,2413090,2334622,78468,1.151425
qasan_report_2025-05-16_16-41-55.txt,26885,26363,522,2479954,2401486,78468,1.164173
qasan_report_2025-05-16_16-42-27.txt,30784,30262,522,3068364,2989896,78468,1.241764
qasan_report_2025-05-16_16-43-00.txt,27774,27252,522,2609630,2531162,78468,1.180148
qasan_report_2025-05-16_16-43-32.txt,30759,30237,522,3061232,2982764,78468,1.220726
qasan_report_2025-05-16_16-44-06.txt,28596,28074,522,2732098,2653630,78468,1.20317
qasan_report_2025-05-16_16-44-39.txt,28747,28220,527,2752916,2674143,78773,1.150346
qasan_report_2025-05-16_16-45-12.txt,29504,28982,522,2863474,2785006,78468,1.208278
qasan_report_2025-05-16_16-45-45.txt,29524,29002,522,2865704,2787236,78468,1.231752
qasan_report_2025-05-16_16-46-17.txt,29580,29058,522,2875940,2797472,78468,1.192584
qasan_report_2025-05-16_16-46-50.txt,27698,27176,522,2603218,2524750,78468,1.174328
qasan_report_2025-05-16_16-47-22.txt,27445,26923,522,2560506,2482038,78468,1.157341
qasan_report_2025-05-16_16-47-56.txt,27399,26877,522,2555548,2477080,78468,1.165355
qasan_report_2025-05-16_16-48-28.txt,26008,25486,522,2349302,2270834,78468,1.163024
qasan_report_2025-05-16_16-49-01.txt,26586,26064,522,2438822,2360354,78468,1.123473
qasan_report_2025-05-16_16-49-34.txt,26494,25972,522,2420946,2342478,78468,1.150312
qasan_report_2025-05-16_16-50-06.txt,26821,26299,522,2471042,2392574,78468,1.1641
qasan_report_2025-05-16_16-50-39.txt,27644,27122,522,2598646,2520178,78468,1.195224
qasan_report_2025-05-16_16-51-12.txt,27849,27322,527,2624576,2545803,78773,1.202684
qasan_report_2025-05-16_16-51-45.txt,29100,28578,522,2824920,2746452,78468,1.230073
qasan_report_2025-05-16_16-52-18.txt,27266,26744,522,2534624,2456156,78468,1.174483
qasan_report_2025-05-16_16-52-51.txt,28050,27528,522,2659232,2580764,78468,1.17592
qasan_report_2025-05-16_16-53-24.txt,27490,26968,522,2570784,2492316,78468,1.169783
qasan_report_2025-05-16_16-53-57.txt,27756,27234,522,2612248,2533780,78468,1.192122
qasan_report_2025-05-16_16-54-30.txt,27735,27213,522,2608604,2530136,78468,1.234742
qasan_report_2025-05-16_16-55-03.txt,27245,26723,522,2531108,2452640,78468,1.141655
qasan_report_2025-05-16_16-55-35.txt,27966,27444,522,2645744,2567276,78468,1.164216
qasan_report_2025-05-16_16-56-07.txt,27245,26723,522,2531364,2452896,78468,1.156452
qasan_report_2025-05-16_16-56-40.txt,27357,26835,522,2548644,2470176,78468,1.183117
qasan_report_2025-05-16_16-57-12.txt,27224,26702,522,2528040,2449572,78468,1.129091
qasan_report_2025-05-16_16-57-45.txt,27602,27080,522,2587744,2509276,78468,1.183754
qasan_report_2025-05-16_16-58-17.txt,27357,26835,522,2549156,2470688,78468,1.160901
qasan_report_2025-05-16_16-58-51.txt,27189,26667,522,2523932,2445464,78468,1.178094
qasan_report_2025-05-16_16-59-23.txt,30801,30279,522,3096280,3017812,78468,1.270991
qasan_report_2025-05-16_16-59-56.txt,29268,28746,522,2853408,2774940,78468,1.21805
qasan_report_2025-05-16_17-00-29.txt,27175,26653,522,2522084,2443616,78468,1.169716
qasan_report_2025-05-16_17-01-01.txt,27140,26618,522,2516508,2438040,78468,1.182353
qasan_report_2025-05-16_17-01-33.txt,28365,27843,522,2710476,2632008,78468,1.189975
qasan_report_2025-05-16_17-02-06.txt,27140,26618,522,2516812,2438344,78468,1.158073
qasan_report_2025-05-16_17-02-39.txt,25988,25466,522,2345986,2267518,78468,1.10056
qasan_report_2025-05-16_17-03-11.txt,27140,26618,522,2516264,2437796,78468,1.154778
qasan_report_2025-05-16_17-03-43.txt,26533,26011,522,2427254,2348786,78468,1.155434
qasan_report_2025-05-16_17-04-16.txt,27567,27045,522,2584260,2505792,78468,1.150364
qasan_report_2025-05-16_17-04-48.txt,27140,26618,522,2516308,2437840,78468,1.157543
qasan_report_2025-05-16_17-05-21.txt,27140,26618,522,2516088,2437620,78468,1.158321
qasan_report_2025-05-16_17-05-53.txt,27140,26618,522,2516132,2437664,78468,1.241236
qasan_report_2025-05-16_17-06-26.txt,27140,26618,522,2516468,2438000,78468,1.155449
qasan_report_2025-05-16_17-06-59.txt,27154,26632,522,2518524,2440056,78468,1.153613
qasan_report_2025-05-16_17-07-31.txt,26748,26226,522,2456942,2378474,78468,1.155635
qasan_report_2025-05-16_17-08-04.txt,27140,26618,522,2516308,2437840,78468,1.154561
qasan_report_2025-05-16_17-08-37.txt,27588,27066,522,2587132,2508664,78468,1.159256
qasan_report_2025-05-16_17-09-09.txt,27140,26618,522,2516348,2437880,78468,1.166424
qasan_report_2025-05-16_17-09-42.txt,26112,25590,522,2362450,2283982,78468,1.12833
qasan_report_2025-05-16_17-10-15.txt,27181,26659,522,2532236,2453768,78468,1.170643
qasan_report_2025-05-16_17-10-47.txt,26215,25693,522,2378904,2300436,78468,1.145413
qasan_report_2025-05-16_17-11-20.txt,26397,25875,522,2407656,2329188,78468,1.163387
qasan_report_2025-05-16_17-11-54.txt,26215,25693,522,2378792,2300324,78468,1.153554
qasan_report_2025-05-16_17-12-26.txt,26551,26029,522,2432088,2353620,78468,1.122102
qasan_report_2025-05-16_17-12-59.txt,26299,25777,522,2392672,2314204,78468,1.137741
qasan_report_2025-05-16_17-13-32.txt,27293,26771,522,2549084,2470616,78468,1.16184
qasan_report_2025-05-16_17-14-04.txt,26215,25693,522,2378452,2299984,78468,1.154537
qasan_report_2025-05-16_17-14-37.txt,26215,25693,522,2378904,2300436,78468,1.131293
qasan_report_2025-05-16_17-15-09.txt,26334,25812,522,2397896,2319428,78468,1.148206
qasan_report_2025-05-16_17-15-42.txt,26215,25693,522,2378512,2300044,78468,1.140857
qasan_report_2025-05-16_17-16-15.txt,26299,25777,522,2391496,2313028,78468,1.132409
qasan_report_2025-05-16_17-16-47.txt,26215,25693,522,2378264,2299796,78468,1.130739
qasan_report_2025-05-16_17-17-20.txt,26397,25875,522,2407544,2329076,78468,1.146507
qasan_report_2025-05-16_17-17-52.txt,26222,25700,522,2379620,2301152,78468,1.13223
qasan_report_2025-05-16_17-18-25.txt,26215,25693,522,2378072,2299604,78468,1.22149
qasan_report_2025-05-16_17-18-58.txt,26215,25693,522,2378512,2300044,78468,1.159215
qasan_report_2025-05-16_17-19-31.txt,26267,25745,522,2386906,2308438,78468,1.136692
qasan_report_2025-05-16_17-20-03.txt,26185,25663,522,2373794,2295326,78468,1.1355
